N,rot_attuale,t_attuale_s,rot_ibrido,t_ibrido_s,guadagno,galois_attuale_mb,galois_ibrido_mb,err_max,probe_timed,repetitions,q_probe,range_analitico,range_osservato_test
128,39,3.583,10,0.966,3.71,1937,1615,0.0011,1,3,3,3137,770
